run_id,date,day_type,number_of_tasks,task_1_planned,task_1_achieved,task_1_importance,task_1_quality,task_1_score,task_2_planned,task_2_achieved,task_2_importance,task_2_quality,task_2_score,task_3_planned,task_3_achieved,task_3_importance,task_3_quality,task_3_score,task_4_planned,task_4_achieved,task_4_importance,task_4_quality,task_4_score,task_5_planned,task_5_achieved,task_5_importance,task_5_quality,task_5_score,task_6_planned,task_6_achieved,task_6_importance,task_6_quality,task_6_score,task_7_planned,task_7_achieved,task_7_importance,task_7_quality,task_7_score,task_8_planned,task_8_achieved,task_8_importance,task_8_quality,task_8_score,task_9_planned,task_9_achieved,task_9_importance,task_9_quality,task_9_score,task_10_planned,task_10_achieved,task_10_importance,task_10_quality,task_10_score,daily_efficiency,eff_rolling_mean,eff_rolling_std,eff_daytype_mean,eff_daytype_std,eff_trend_short,eff_trend_medium,eff_trend_direction,days_since_improvement,total_planned,total_achieved,completion_ratio,avg_task_score,task_score_variance,task_count_mean,task_count_std,workload_intensity_mean,completion_ratio_mean,completion_ratio_std,importance_weighted_effort,importance_effort_ratio,importance_effort_ratio_mean,importance_effort_ratio_std,task_quality_mean,task_quality_std,task_quality_mean_baseline,task_quality_std_baseline,quality_weighted_completion,planning_pressure,planning_pressure_mean,planning_pressure_std,overplanning_frequency,efficiency_volatility,efficiency_cv,efficiency_momentum,improvement_streak,daytype_performance_delta,daytype_percentile
64,2026-02-10,Chill,4,1.72,1.28,0.41,0.71,0.599,3.17,2.9,0.41,0.89,0.719,4.4,3.52,0.2,0.82,0.575,3.54,2.3,0.75,0.75,0.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.041,0.9165714285714285,0.11604719893626099,0.9741428571428571,0.07731845094893494,0.05899999999999991,0.0036428571428571525,stable,63,12.83,10.0,0.779423226812159,0.6425000000000001,0.06705967491719597,4.857142857142857,1.3451854182691,12.450000000000001,0.7466905621266404,0.12215653947215735,0.0,0.0,0.0,0.0,0.7925,0.07932002689527197,0.8070680272108843,0.1271919999530731,0.0,1.283,1.372330711372657,0.23736789068419467,0.7142857142857143,0.11604719893626099,0.1266100985900603,0.12442857142857144,1,0.06685714285714284,61.66666666666667
65,2026-02-11,Chill,3,3.35,2.55,0.42,0.93,0.667,3.97,1.79,0.36,0.52,0.425,3.74,2.11,0.53,0.81,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.929,0.9264285714285715,0.11333998579915272,0.9747142857142858,0.07690841801717653,0.11199999999999997,-0.0031071428571429038,stable,64,11.06,6.449999999999999,0.5831826401446654,0.5539999999999999,0.1217908042505673,4.571428571428571,1.5118578920369101,12.321428571428571,0.7468681108142922,0.121877757650356,0.0,0.0,0.0,0.0,0.7533333333333334,0.2107921567168317,0.8018299319727892,0.13429230277892473,0.0,1.714728682170543,1.3718075510259202,0.23648042892014257,0.7142857142857143,0.11333998579915272,0.12234077110162976,0.002571428571428558,0,-0.04571428571428571,30.0
66,2026-02-12,Efficient,7,1.92,1.67,0.77,0.89,0.739,1.79,1.38,0.2,0.61,0.417,0.59,0.4,0.38,0.71,0.426,4.84,3.99,0.33,0.72,0.506,2.85,2.82,0.58,0.9,0.772,2.07,1.6,0.64,0.63,0.519,4.31,2.79,0.57,0.53,0.384,,,,,,,,,,,,,,,,0.89,0.9281428571428572,0.11257357382534003,0.8672857142857142,0.07377830368908167,-0.07550000000000001,-0.013928571428571429,stable,65,18.37,14.65,0.7974959172563962,0.5375714285714286,0.15675974944997537,4.571428571428571,1.5118578920369101,12.70857142857143,0.7439378614458845,0.12011616686437536,0.0,0.0,0.0,0.0,0.7128571428571429,0.13984685501341407,0.7897891156462585,0.1293663328943622,0.0,1.253924914675768,1.3762993337514313,0.23345058457991125,0.7142857142857143,0.11257357382534003,0.12128905906993692,-0.038142857142857145,0,0.022714285714285798,29.72972972972973
67,2026-02-13,Efficient,4,4.72,3.71,0.26,0.97,0.531,1.58,1.33,0.38,0.91,0.58,4.53,3.34,0.78,0.8,0.587,1.24,1.1,0.47,0.88,0.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.855,0.9048571428571428,0.10763894674857516,0.8617142857142858,0.07289196180127386,-0.03699999999999995,-0.008928571428571527,stable,66,12.07,9.48,0.7854183927091963,0.583,0.04215052391924288,4.571428571428571,1.5118578920369101,12.858571428571429,0.7275431335181602,0.10164842603959368,0.0,0.0,0.0,0.0,0.89,0.07071067811865472,0.8037176870748299,0.12801698723854044,0.0,1.2732067510548524,1.3994878557915256,0.20952944297209403,0.8571428571428571,0.10763894674857516,0.11895684042311748,-0.04985714285714282,0,-0.006714285714285784,21.62162162162162
68,2026-02-14,Chill,4,0.54,0.35,0.89,0.83,0.745,3.56,1.69,0.83,0.62,0.562,1.25,0.73,0.67,0.82,0.625,1.39,1.03,0.53,0.82,0.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.865,0.8868571428571429,0.10117382496052317,0.9565714285714285,0.08652910327910322,-0.01250000000000015,-0.0008928571428571284,stable,67,6.739999999999999,3.8,0.5637982195845698,0.6495,0.0767007170761786,4.714285714285714,1.3801311186847098,12.712857142857143,0.6871358099536584,0.10262490479147064,0.0,0.0,0.0,0.0,0.7725,0.10177589760514683,0.7835986394557823,0.12581507181904053,0.0,1.7736842105263158,1.4841389813222474,0.22568266445006105,1.0,0.10117382496052317,0.11408131036141465,-0.02185714285714291,1,-0.09157142857142853,13.333333333333334
69,2026-02-15,Chill,4,4.07,4.28,0.61,0.94,0.868,3.91,2.85,0.84,0.61,0.731,3.04,3.02,0.54,0.83,0.795,3.35,2.54,0.81,0.67,0.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.075,0.9085714285714285,0.12396754567608459,0.9548571428571427,0.08358314936123701,0.11,0.024428571428571445,improving,68,14.370000000000001,12.690000000000001,0.8830897703549061,0.78525,0.061505419815384293,4.571428571428571,1.3972762620115453,12.997142857142858,0.7268617660694412,0.11817864693040653,0.0,0.0,0.0,0.0,0.7625,0.1504160895649132,0.7776700680272108,0.12643909356607713,0.0,1.132387706855792,1.4097842974456476,0.24568078639429158,0.8571428571428571,0.12396754567608459,0.13644226725355224,0.16642857142857148,2,0.12014285714285722,76.66666666666667
70,2026-02-16,Normal,3,1.19,1.08,0.2,0.75,0.55,3.36,1.78,0.28,0.77,0.395,2.37,2.01,0.28,0.75,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989,0.9491428571428572,0.08728579222192628,0.926,0.08761849119906134,0.062000000000000034,0.003964285714285719,stable,69,6.92,4.87,0.703757225433526,0.49866666666666665,0.08977935917199084,4.142857142857143,1.3451854182691003,11.765714285714285,0.7280236274707742,0.11785990276529851,0.0,0.0,0.0,0.0,0.7566666666666667,0.011547005383792525,0.7771938775510204,0.10920124418543216,0.0,1.4209445585215605,1.4074109748292616,0.24544790596178676,0.8571428571428571,0.08728579222192628,0.09196275520070499,0.03985714285714281,0,0.06299999999999994,46.96969696969697
71,2026-02-17,Normal,6,3.03,2.32,0.74,0.77,0.648,4.57,4.32,0.86,0.72,0.846,1.65,1.16,0.61,0.69,0.535,1.83,1.75,0.41,0.96,0.723,2.09,1.95,0.82,0.85,0.857,4.69,3.51,0.44,0.88,0.573,,,,,,,,,,,,,,,,,,,,,0.957,0.9371428571428572,0.07781265657853664,0.9307142857142858,0.08837743732747301,-0.05900000000000005,0.017928571428571422,stable,70,17.86,15.010000000000002,0.8404255319148938,0.697,0.13601323465016188,4.428571428571429,1.5118578920369106,12.484285714285715,0.7367382424854505,0.1243693409334375,0.0,0.0,0.0,0.0,0.8116666666666665,0.10303721010715822,0.7799319727891156,0.11258941321570161,0.0,1.1898734177215189,1.394107177360907,0.2556278571644859,0.7142857142857143,0.07781265657853664,0.08303179817831653,0.019857142857142795,0,0.026285714285714135,42.42424242424242
72,2026-02-18,Efficient,7,1.87,2.03,0.21,0.84,0.729,2.4,2.61,0.9,0.83,1.119,4.13,5.91,0.28,0.72,0.897,0.85,1.03,0.31,0.87,0.859,1.83,2.37,0.24,0.74,0.816,2.16,3.03,0.5,0.91,1.111,3.78,5.17,0.78,0.92,1.278,,,,,,,,,,,,,,,,1.503,1.0191428571428571,0.22707886190442586,0.9484285714285713,0.25472721170097345,0.2569999999999999,0.0773928571428571,improving,71,17.02,22.15,1.3014101057579317,0.9727142857142858,0.19846974100662826,5.0,1.6329931618554536,13.335714285714285,0.8393421661444885,0.22890625151470198,0.0,0.0,0.0,0.0,0.8328571428571429,0.07782764841072137,0.7912925170068027,0.09359448345768584,0.0,0.7683972911963883,1.2589169786503136,0.3035494445327348,0.5714285714285714,0.22707886190442586,0.22281357349747422,0.48385714285714276,1,0.5545714285714286,100.0
73,2026-02-19,Efficient,8,1.03,1.37,0.2,0.98,0.888,2.24,3.12,0.2,0.91,0.898,3.27,4.45,0.81,1.0,1.318,2.43,2.65,0.77,0.72,1.01,3.55,4.43,0.83,0.86,1.204,4.33,6.18,0.71,0.85,1.243,0.59,0.67,0.83,0.8,1.096,1.61,1.8,0.51,0.65,0.853,,,,,,,,,,,1.464,1.1011428571428572,0.2718887202339884,1.0322857142857143,0.3164394172063665,0.2535000000000002,0.10660714285714283,improving,72,19.05,24.67,1.29501312335958,1.0637500000000002,0.17854551240510083,5.142857142857143,1.8644544714716098,13.432857142857143,0.9104160527306577,0.2842864937339151,0.0,0.0,0.0,0.0,0.8462500000000001,0.12094124901904112,0.8103486394557823,0.09089368260134686,0.0,0.7721929468990677,1.190098126110785,0.3551001531925536,0.42857142857142855,0.2718887202339884,0.24691502875427074,0.36285714285714277,0,0.4317142857142857,94.5945945945946
74,2026-02-20,Efficient,6,3.39,3.6,0.84,0.74,1.036,2.44,2.13,0.43,0.65,0.541,3.67,3.55,0.39,0.7,0.601,3.46,3.64,0.5,0.81,0.865,3.31,3.11,0.9,0.66,0.797,3.19,3.73,0.28,0.92,0.843,,,,,,,,,,,,,,,,,,,,,1.196,1.1498571428571427,0.25011359324077004,1.070142857142857,0.31814956051697274,-0.15349999999999994,0.08160714285714281,improving,73,19.46,19.759999999999998,1.015416238437821,0.7805,0.18230715838935124,5.428571428571429,1.8126539343499326,14.48857142857143,0.9432728878347468,0.2807004589158572,0.0,0.0,0.0,0.0,0.7466666666666667,0.1030857248442609,0.7898724489795919,0.09551868927643346,0.0,0.9848178137651823,1.1488997064979751,0.36053860344183036,0.2857142857142857,0.25011359324077004,0.21751710183692266,0.04614285714285726,0,0.1258571428571429,59.45945945945946
75,2026-02-21,Chill,4,0.57,0.52,0.9,0.76,0.902,3.53,3.82,0.67,0.88,0.882,3.87,4.08,0.31,0.88,0.703,3.26,3.05,0.69,0.84,0.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.124,1.1868571428571428,0.21805307348703595,0.9925714285714287,0.09271076374556364,-0.1699999999999999,0.03814285714285711,improving,74,11.23,11.469999999999999,1.0213713268032056,0.8314999999999999,0.0896084073436565,5.428571428571429,1.8126539343499326,15.13,1.0086404745802664,0.22544192835430074,0.0,0.0,0.0,0.0,0.8400000000000001,0.0565685424949238,0.7995153061224489,0.08906049568925874,0.0,0.9790758500435921,1.0353842264290145,0.2338848091371779,0.14285714285714285,0.21805307348703595,0.18372309995296723,-0.06285714285714272,0,0.13142857142857145,100.0
76,2026-02-22,Chill,5,1.46,0.88,0.85,0.75,0.681,4.2,3.57,0.57,0.76,0.718,3.82,2.65,0.7,0.6,0.651,2.16,1.8,0.69,1.0,0.823,1.62,1.23,0.31,0.65,0.561,,,,,,,,,,,,,,,,,,,,,,,,,,0.998,1.175857142857143,0.22641807095976837,0.9935714285714285,0.0927287390597923,-0.09900000000000009,0.0019285714285714956,stable,75,13.260000000000002,10.13,0.7639517345399698,0.6868000000000001,0.09574027365743212,5.571428571428571,1.7182493859684502,14.971428571428573,0.9916207551781326,0.24049472710504013,0.0,0.0,0.0,0.0,0.752,0.15417522498767433,0.798015306122449,0.08959751503536746,0.0,1.3089832181638696,1.0606121566158828,0.2546907332117496,0.2857142857142857,0.22641807095976837,0.19255576439295086,-0.17785714285714294,0,0.004428571428571448,50.0
77,2026-02-23,Efficient,6,2.33,1.66,0.9,0.92,0.633,4.74,3.84,0.65,0.97,0.65,0.54,0.47,0.99,0.83,0.824,4.14,3.41,0.92,0.77,0.721,1.93,1.67,0.75,0.67,0.656,0.56,0.36,0.23,0.46,0.335,,,,,,,,,,,,,,,,,,,,,0.843,1.1549999999999998,0.25180150912971083,1.0651428571428572,0.3219251613711013,-0.14050000000000015,-0.06042857142857141,declining,76,14.24,11.409999999999998,0.8012640449438201,0.6365,0.16356864002613702,6.0,1.2909944487358067,16.017142857142858,1.0055503008224602,0.22324811394245136,0.0,0.0,0.0,0.0,0.77,0.1855801713545927,0.7999200680272109,0.11445939588833894,0.0,1.248028045574058,1.0359097976233824,0.21993106772196414,0.2857142857142857,0.25180150912971083,0.21800996461446828,-0.31199999999999983,0,-0.2221428571428572,13.513513513513514
78,2026-02-24,Normal,4,3.8,3.44,0.68,0.67,0.714,1.5,1.36,0.2,0.72,0.542,4.82,4.56,0.86,0.63,0.817,3.63,3.56,0.87,0.89,0.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.092,1.1742857142857142,0.2389509812253787,0.9392857142857143,0.10173775812632903,0.04700000000000004,-0.09546428571428571,declining,77,13.75,12.919999999999998,0.9396363636363635,0.7525,0.1673250329946678,5.714285714285714,1.4960264830861925,15.430000000000001,1.0197232767826703,0.213974557424002,0.0,0.0,0.0,0.0,0.7275,0.11441882129556599,0.7878962585034015,0.11608534034382575,0.0,1.0642414860681115,1.0179623788157528,0.21018292297399332,0.2857142857142857,0.2389509812253787,0.20348623705324223,-0.08228571428571407,1,0.1527142857142858,78.78787878787878
79,2026-02-25,Efficient,5,2.48,3.08,0.81,0.85,1.183,3.98,4.9,0.43,0.98,0.985,1.5,1.7,0.36,0.95,0.88,2.59,3.11,0.58,1.0,1.067,2.32,2.42,0.29,0.69,0.707,,,,,,,,,,,,,,,,,,,,,,,,,,1.386,1.1575714285714285,0.21501926823958256,1.1624285714285716,0.296875314536174,0.2714999999999998,-0.025821428571428544,declining,78,12.870000000000001,15.209999999999999,1.1818181818181817,0.9644,0.18173827334934162,5.428571428571429,1.3972762620115453,14.83714285714286,1.0026387162198487,0.19130899112071087,0.0,0.0,0.0,0.0,0.8940000000000001,0.12778888840583913,0.7966309523809524,0.12322266034312827,0.0,0.8461538461538463,1.0290704580953896,0.19639792922336155,0.2857142857142857,0.21501926823958256,0.1857503242844722,0.22842857142857143,2,0.2235714285714283,78.37837837837837
80,2026-02-26,Efficient,6,2.66,1.87,0.61,0.8,0.494,4.95,3.57,0.71,0.89,0.567,2.19,1.69,0.61,0.74,0.536,4.24,4.0,0.95,0.88,0.901,2.42,2.02,0.24,0.69,0.477,0.57,0.4,0.2,0.62,0.394,,,,,,,,,,,,,,,,,,,,,0.85,1.0698571428571428,0.1933239324479581,1.1567142857142856,0.30330826688685003,-0.12099999999999994,-0.015000000000000065,stable,79,17.029999999999998,13.549999999999999,0.7956547269524369,0.5615,0.17646161055595067,5.142857142857143,0.8997354108424402,14.54857142857143,0.9313018024473997,0.15347729012161332,0.0,0.0,0.0,0.0,0.77,0.10695793565696751,0.7857380952380952,0.12122504414854633,0.0,1.2568265682656825,1.0983038325763348,0.17500802295261714,0.42857142857142855,0.1933239324479581,0.1807006979751244,-0.21985714285714286,0,-0.3067142857142856,18.91891891891892
81,2026-02-27,Efficient,6,3.19,2.92,0.77,0.92,0.796,3.72,2.72,0.55,0.7,0.482,1.35,1.29,0.63,0.93,0.774,1.72,1.24,0.5,0.81,0.495,1.48,1.07,0.28,0.82,0.459,1.34,1.29,0.9,0.86,0.89,,,,,,,,,,,,,,,,,,,,,0.898,1.0272857142857144,0.19372722600408515,1.1628571428571426,0.2965391646822997,-0.2440000000000002,-0.01539285714285711,stable,80,12.8,10.530000000000001,0.8226562500000001,0.6493333333333333,0.19132137012541664,5.142857142857143,0.8997354108424402,13.597142857142858,0.9037646612419968,0.15316234861669556,0.0,0.0,0.0,0.0,0.84,0.08461678320522474,0.7990714285714287,0.11858662391439831,0.0,1.2155745489078822,1.1312690804538632,0.17177176720706253,0.5714285714285714,0.19372722600408515,0.18858164122216603,-0.12928571428571434,1,-0.26485714285714257,40.54054054054054
82,2026-02-28,Efficient,6,4.03,3.19,0.2,0.79,0.472,3.5,2.35,0.59,0.95,0.498,1.87,1.41,0.37,0.75,0.477,1.9,1.23,0.2,0.51,0.34,2.26,1.5,0.2,0.81,0.415,3.1,2.62,0.34,0.76,0.527,,,,,,,,,,,,,,,,,,,,,0.845,0.9874285714285714,0.19913802344342016,1.0688571428571427,0.2741948386162832,-0.0025000000000001163,-0.021107142857142824,declining,81,16.66,12.3,0.7382953181272509,0.45483333333333337,0.0672767914415266,5.428571428571429,0.7867957924694459,14.372857142857143,0.863325231431146,0.1543014223012356,0.0,0.0,0.0,0.0,0.7616666666666667,0.14288690166235204,0.7878809523809523,0.13091781808117378,0.0,1.3544715447154472,1.1848970368355567,0.17490859364566025,0.7142857142857143,0.19913802344342016,0.20167334550114888,-0.14242857142857146,0,-0.22385714285714275,16.216216216216218
83,2026-03-01,Normal,5,4.12,4.06,0.86,0.77,0.897,3.55,3.01,0.83,0.69,0.739,3.36,3.16,0.59,0.99,0.794,4.27,3.28,0.66,0.72,0.611,2.7,2.32,0.57,0.6,0.616,,,,,,,,,,,,,,,,,,,,,,,,,,1.004,0.9882857142857142,0.19920401124284087,0.9621428571428572,0.09447650249564457,0.05299999999999995,-0.017821428571428606,stable,82,18.0,15.829999999999998,0.8794444444444444,0.7314,0.12166881276646044,5.428571428571429,0.7867957924694459,15.049999999999999,0.8798241899889281,0.1479486404434847,0.0,0.0,0.0,0.0,0.754,0.14570518178843198,0.7881666666666668,0.12970781190985345,0.0,1.137081490840177,1.1603396472178864,0.1664459797927298,0.5714285714285714,0.19920401124284087,0.2015652036281998,0.01571428571428579,1,0.041857142857142815,60.60606060606061
84,2026-03-02,Efficient,6,0.88,0.67,0.69,0.89,0.597,4.38,3.77,0.84,0.9,0.762,4.88,3.46,0.75,0.72,0.529,4.89,4.08,0.73,0.84,0.668,1.71,0.99,0.74,0.64,0.396,1.97,1.28,0.57,0.69,0.42,,,,,,,,,,,,,,,,,,,,,0.749,0.9748571428571429,0.21329981135436876,0.9667142857142856,0.2324634123797514,-0.04799999999999988,-0.0642142857142856,declining,83,18.71,14.25,0.7616247995724211,0.5619999999999999,0.14231654858097142,5.428571428571429,0.7867957924694459,15.688571428571427,0.8741614406501569,0.15215547621279923,0.0,0.0,0.0,0.0,0.7799999999999999,0.11081516141756056,0.789595238095238,0.11902709620456313,0.0,1.312982456140351,1.1696188487273567,0.17379750284927709,0.5714285714285714,0.21329981135436876,0.21880109605518483,-0.22585714285714287,0,-0.21771428571428564,8.108108108108109
85,2026-03-03,Efficient,6,4.54,4.17,0.45,1.0,0.687,2.65,2.44,0.66,0.84,0.718,4.93,3.85,0.88,0.63,0.619,2.06,1.72,0.84,0.8,0.707,2.62,2.29,0.31,0.95,0.594,4.1,2.8,0.2,0.88,0.441,,,,,,,,,,,,,,,,,,,,,0.892,0.9462857142857143,0.2083304380751195,0.9232857142857143,0.2097790220571124,-0.05599999999999997,-0.05635714285714285,declining,84,20.9,17.27,0.8263157894736842,0.6276666666666667,0.10394934663896001,5.714285714285714,0.4879500364742702,16.71,0.8579727871983457,0.1500419202210021,0.0,0.0,0.0,0.0,0.85,0.1299230541512937,0.8070952380952382,0.12124198661252425,0.0,1.2101910828025477,1.1904687911179905,0.1676962079241566,0.7142857142857143,0.2083304380751195,0.2201559581107845,-0.05428571428571427,1,-0.03128571428571425,32.432432432432435
86,2026-03-04,Normal,5,3.4,2.06,0.33,0.6,0.408,3.07,1.81,0.58,0.74,0.453,4.86,3.54,0.32,0.74,0.502,0.89,0.64,0.56,0.72,0.546,4.43,2.72,0.34,0.84,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,0.822,0.8657142857142857,0.07859752813270417,0.9598571428571429,0.09810441473489458,0.036500000000000074,-0.006857142857142863,stable,85,16.65,10.770000000000001,0.646846846846847,0.4744,0.05216608093387888,5.714285714285714,0.4879500364742702,17.25,0.7815483107738693,0.07515415916320835,0.0,0.0,0.0,0.0,0.728,0.08555699854482975,0.7833809523809523,0.11520885948952289,0.0,1.545961002785515,1.2904412420653717,0.13328703581898788,0.8571428571428571,0.07859752813270417,0.09078922391566488,-0.043714285714285706,0,-0.1378571428571429,13.636363636363635
87,2026-03-05,Efficient,5,1.4,1.35,0.49,0.84,0.689,3.27,3.77,0.67,0.87,1.046,3.69,3.84,0.62,0.87,0.942,2.61,3.02,0.74,0.94,1.113,4.68,5.84,0.55,1.0,1.076,,,,,,,,,,,,,,,,,,,,,,,,,,1.281,0.9272857142857143,0.17452002204686395,0.9858571428571429,0.24431907318874996,0.19450000000000006,0.035392857142857115,improving,86,15.649999999999999,17.82,1.1386581469648565,0.9732,0.17113941685070688,5.571428571428571,0.5345224838248523,17.052857142857142,0.8305487993470722,0.1551397191787862,0.0,0.0,0.0,0.0,0.9039999999999999,0.0650384501660364,0.8025238095238095,0.10922036156224703,0.0,0.8782267115600448,1.2363555482502806,0.20611753946123462,0.7142857142857143,0.17452002204686395,0.18820523098567982,0.35371428571428565,1,0.29514285714285704,70.27027027027027
88,2026-03-06,Chill,4,4.11,3.4,0.73,0.93,0.816,3.05,2.18,0.36,0.76,0.587,4.83,4.26,0.29,0.99,0.68,4.32,3.75,0.23,0.96,0.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.041,0.9477142857142857,0.17883671722711533,1.0104285714285715,0.08838524979289467,0.10949999999999993,0.0433928571428572,improving,87,16.310000000000002,13.59,0.8332311465358675,0.6817500000000001,0.09734603227661617,5.285714285714286,0.7559289460184573,17.554285714285715,0.8320594988521959,0.155101537689303,0.0,0.0,0.0,0.0,0.9099999999999999,0.10295630140987,0.8125238095238095,0.11184029273433922,0.0,1.2001471670345845,1.2341516365540954,0.20645896960839538,0.7142857142857143,0.17883671722711533,0.18870319876240688,0.0932857142857142,0,0.03057142857142847,61.66666666666667
89,2026-03-07,Chill,4,2.49,1.93,0.86,0.61,0.763,0.78,0.54,0.87,0.69,0.743,1.61,1.39,0.57,0.83,0.743,0.75,0.5,0.87,0.84,0.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.978,0.9667142857142856,0.17307774195980416,1.0014285714285713,0.08795994759521168,-0.15149999999999997,0.03196428571428567,improving,88,5.630000000000001,4.359999999999999,0.7744227353463586,0.75,0.009451631252505225,5.0,0.816496580927729,15.978571428571428,0.8372205584549256,0.1520322011550869,0.0,0.0,0.0,0.0,0.7424999999999999,0.11176612486199325,0.8097857142857142,0.1073944674771451,0.0,1.291284403669725,1.225124902118992,0.20164685964451212,0.7142857142857143,0.17307774195980416,0.17903712039583702,0.011285714285714343,0,-0.023428571428571354,40.0
90,2026-03-08,Chill,5,1.84,1.3,0.87,0.71,0.749,1.28,1.11,0.57,0.79,0.737,3.8,3.55,0.2,0.72,0.584,4.43,3.92,0.36,0.58,0.604,0.87,0.67,0.5,0.74,0.652,,,,,,,,,,,,,,,,,,,,,,,,,,1.101,0.9805714285714285,0.18029314753372866,1.026,0.0883779761403636,0.030000000000000075,0.05167857142857137,improving,89,12.22,10.549999999999999,0.8633387888707036,0.6652,0.07531732868337804,5.0,0.816496580927729,15.152857142857142,0.8349197505158198,0.15140728214551638,0.0,0.0,0.0,0.0,0.708,0.07791020472312984,0.8032142857142857,0.09770947075353051,0.0,1.1582938388625594,1.228155237550761,0.2002578355701856,0.7142857142857143,0.18029314753372866,0.18386538938463004,0.12042857142857144,1,0.07499999999999996,90.0
91,2026-03-09,Efficient,5,3.82,3.1,0.66,0.68,0.575,3.06,2.88,0.48,0.75,0.636,2.56,2.32,0.42,0.57,0.537,4.21,5.07,0.2,0.75,0.751,0.88,0.91,0.57,0.83,0.892,,,,,,,,,,,,,,,,,,,,,,,,,,1.147,1.0374285714285714,0.15624644757866396,0.9517142857142857,0.18966788015345423,0.08449999999999992,0.036428571428571484,improving,90,14.53,14.280000000000001,0.9827942188575363,0.6781999999999999,0.1443769372164405,4.857142857142857,0.6900655593423579,14.555714285714284,0.8665153818422648,0.15655228713398267,0.0,0.0,0.0,0.0,0.716,0.09736529155710467,0.7940714285714285,0.09578806077346537,0.0,1.0175070028011204,1.1859444585022996,0.21028709619544741,0.5714285714285714,0.15624644757866396,0.150609354592488,0.10957142857142865,2,0.19528571428571428,51.35135135135135
92,2026-03-10,Normal,5,4.02,3.64,0.43,0.71,0.626,1.62,1.78,0.55,0.8,0.855,1.51,1.34,0.79,0.6,0.728,3.57,4.41,0.82,0.7,1.02,4.83,4.78,0.33,0.7,0.626,,,,,,,,,,,,,,,,,,,,,,,,,,1.202,1.0817142857142856,0.1520325779624373,1.012,0.11708543888972722,0.05049999999999996,0.03328571428571435,improving,91,15.549999999999999,15.95,1.0257234726688103,0.771,0.16804463692721647,4.714285714285714,0.487950036474272,13.79142857142857,0.8950021937272827,0.16588270526675994,0.0,0.0,0.0,0.0,0.702,0.07085195833567343,0.7729285714285713,0.08734933279980532,0.0,0.9749216300940439,1.152334536686799,0.22411281547702497,0.42857142857142855,0.1520325779624373,0.14054781375291353,0.12028571428571433,3,0.18999999999999995,90.9090909090909
93,2026-03-11,Normal,5,1.49,1.53,0.45,0.72,0.76,1.68,1.55,0.2,0.71,0.546,0.69,0.8,0.29,0.84,0.744,0.54,0.66,0.57,0.73,0.893,2.96,2.68,0.43,0.7,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,1.265,1.145,0.11312971905442505,1.0472857142857142,0.15138880879566863,0.058999999999999914,0.015821428571428583,stable,92,7.36,7.220000000000001,0.9809782608695653,0.7136,0.13341776493405966,4.714285714285714,0.487950036474272,12.464285714285714,0.9427352528733853,0.12580681276432,0.0,0.0,0.0,0.0,0.74,0.057008771254956896,0.7746428571428571,0.08327101461553779,0.0,1.0193905817174516,1.0771101908199328,0.14403744260786072,0.2857142857142857,0.11312971905442505,0.0988032480824673,0.11999999999999988,4,0.21771428571428575,100.0
94,2026-03-12,Normal,6,4.85,4.16,0.2,0.76,0.531,4.02,3.25,0.67,0.71,0.641,3.6,2.69,0.21,0.59,0.447,1.27,1.1,0.74,0.75,0.731,3.48,3.27,0.64,0.86,0.781,4.67,4.05,0.5,0.72,0.629,,,,,,,,,,,,,,,,,,,,,1.025,1.1084285714285713,0.10273892015339434,1.0524285714285713,0.14968061235272193,-0.08850000000000013,0.022392857142857124,improving,93,21.89,18.52,0.8460484239378712,0.6266666666666667,0.1235696834448752,4.857142857142857,0.6900655593423579,13.355714285714287,0.9009338638695302,0.09460020650908253,0.0,0.0,0.0,0.0,0.7316666666666666,0.08750238091998794,0.7500238095238094,0.086480147580388,0.0,1.181965442764579,1.1205014381348664,0.11743160588977872,0.2857142857142857,0.10273892015339434,0.09268880539679861,-0.08342857142857141,0,-0.027428571428571358,66.66666666666666
